Driver,Team,LapNumber,LapTime,Compound,TyreLife,Stint,PitInTime,PitOutTime,IsAccurate,LapTimeSeconds,BestStintLap,Degradation,PitLap
LEC,Ferrari,43.0,0 days 00:01:35.192000,HARD,9.0,3.0,,,True,95.192,94.09,1.1019999999999897,False
LEC,Ferrari,44.0,0 days 00:01:35.051000,HARD,10.0,3.0,,,True,95.051,94.09,0.9609999999999985,False
LEC,Ferrari,45.0,0 days 00:01:35.220000,HARD,11.0,3.0,,,True,95.22,94.09,1.1299999999999955,False
LEC,Ferrari,46.0,0 days 00:01:35.058000,HARD,12.0,3.0,,,True,95.058,94.09,0.9680000000000035,False
LEC,Ferrari,47.0,0 days 00:01:35.057000,HARD,13.0,3.0,,,True,95.057,94.09,0.9669999999999987,False
LEC,Ferrari,48.0,0 days 00:01:35.308000,HARD,14.0,3.0,,,True,95.308,94.09,1.2180000000000035,False
LEC,Ferrari,49.0,0 days 00:01:35.302000,HARD,15.0,3.0,,,True,95.302,94.09,1.2120000000000033,False
LEC,Ferrari,50.0,0 days 00:01:35.383000,HARD,16.0,3.0,,,True,95.383,94.09,1.2929999999999922,False
LEC,Ferrari,51.0,0 days 00:01:35.418000,HARD,17.0,3.0,,,True,95.418,94.09,1.328000000000003,False
LEC,Ferrari,52.0,0 days 00:01:35.394000,HARD,18.0,3.0,,,True,95.394,94.09,1.304000000000002,False
LEC,Ferrari,53.0,0 days 00:01:35.480000,HARD,19.0,3.0,,,True,95.48,94.09,1.3900000000000006,False
LEC,Ferrari,54.0,0 days 00:01:35.265000,HARD,20.0,3.0,,,True,95.265,94.09,1.1749999999999972,False
LEC,Ferrari,55.0,0 days 00:01:35.785000,HARD,21.0,3.0,,,True,95.785,94.09,1.6949999999999932,False
LEC,Ferrari,56.0,0 days 00:01:35.924000,HARD,22.0,3.0,,,True,95.924,94.09,1.8340000000000032,False
LEC,Ferrari,57.0,0 days 00:01:36.324000,HARD,23.0,3.0,,,True,96.324,94.09,2.2339999999999947,False
RUS,Mercedes,2.0,0 days 00:01:36.635000,SOFT,5.0,1.0,,,True,96.635,96.406,0.2289999999999992,False
RUS,Mercedes,3.0,0 days 00:01:36.406000,SOFT,6.0,1.0,,,True,96.406,96.406,0.0,False
RUS,Mercedes,4.0,0 days 00:01:37.738000,SOFT,7.0,1.0,,,True,97.738,96.406,1.3319999999999936,False
RUS,Mercedes,5.0,0 days 00:01:38.116000,SOFT,8.0,1.0,,,True,98.116,96.406,1.7099999999999937,False
RUS,Mercedes,6.0,0 days 00:01:37.784000,SOFT,9.0,1.0,,,True,97.784,96.406,1.3780000000000001,False
